From TransportCode,To TransportCode,Start Time,End Time,Mode,Price,From City,To City
MAA,BOM,1045,1640,Bus,290,Chennai,Mumbai
PNQ,GAU,0830,1310,Bus,1412,Pune,Guwahati
IXC,MAA,1815,2216,Bus,1628,Chandigarh,Chennai
GAU,IXC,1930,2236,Train,1221,Guwahati,Chandigarh
BOM,CCU,1245,2257,Bus,479,Mumbai,Kolkata
IXC,DEL,0930,1317,Flight,3071,Chandigarh,Delhi
GAU,BLR,1645,2147,Bus,488,Guwahati,Bangalore
BOM,HYD,0115,1111,Bus,1758,Mumbai,Hyderabad
PNQ,HYD,0900,1420,Train,1170,Pune,Hyderabad
GAU,IXC,0800,1327,Train,712,Guwahati,Chandigarh
BOM,COK,2015,0123,Bus,238,Mumbai,Kochi
IXC,GAU,2330,0059,Flight,3940,Chandigarh,Guwahati
MAA,COK,1245,2045,Train,853,Chennai,Kochi
PNQ,DEL,0645,1417,Train,748,Pune,Delhi
COK,CCU,0415,1358,Bus,1249,Kochi,Kolkata
MAA,PNQ,0100,0423,Flight,4365,Chennai,Pune
AMD,HYD,1415,2218,Bus,1628,Ahmedabad,Hyderabad
BLR,GAU,0345,0908,Train,1457,Bangalore,Guwahati
GAU,JAI,1600,1935,Train,530,Guwahati,Jaipur
JAI,BOM,1030,1351,Train,1033,Jaipur,Mumbai
AMD,PNQ,0730,1707,Train,942,Ahmedabad,Pune
COK,DEL,1600,2301,Train,784,Kochi,Delhi
MAA,DEL,1830,2036,Flight,4754,Chennai,Delhi
CCU,JAI,2300,0237,Flight,3268,Kolkata,Jaipur
CCU,GAU,2330,0736,Train,881,Kolkata,Guwahati
BOM,PNQ,1930,0055,Bus,837,Mumbai,Pune
IXC,MAA,1130,1826,Bus,1941,Chandigarh,Chennai
GAU,PNQ,1715,0511,Bus,143,Guwahati,Pune
DEL,GAU,1645,2003,Flight,2089,Delhi,Guwahati
GAU,BLR,1015,2112,Bus,723,Guwahati,Bangalore
DEL,COK,0115,0432,Flight,2715,Delhi,Kochi
DEL,COK,1345,1504,Flight,4532,Delhi,Kochi
COK,JAI,0515,0711,Flight,4743,Kochi,Jaipur
DEL,AMD,1830,2012,Flight,3856,Delhi,Ahmedabad
AMD,CCU,1845,2336,Train,1051,Ahmedabad,Kolkata
JAI,HYD,2200,0723,Train,758,Jaipur,Hyderabad
PNQ,JAI,0415,1432,Bus,781,Pune,Jaipur
PNQ,BOM,0630,0813,Flight,2996,Pune,Mumbai
AMD,GAU,1545,1856,Flight,3266,Ahmedabad,Guwahati
PNQ,CCU,1830,2208,Flight,2711,Pune,Kolkata
GAU,IXC,0930,1314,Flight,4781,Guwahati,Chandigarh
GAU,COK,1830,0505,Bus,818,Guwahati,Kochi
HYD,GAU,1930,0341,Train,713,Hyderabad,Guwahati
PNQ,COK,0745,1910,Bus,478,Pune,Kochi
CCU,JAI,0845,1048,Train,1060,Kolkata,Jaipur
AMD,CCU,0115,0500,Flight,4047,Ahmedabad,Kolkata
GAU,PNQ,2330,0217,Flight,3120,Guwahati,Pune
IXC,CCU,0645,0749,Flight,4781,Chandigarh,Kolkata
HYD,GAU,2100,0100,Flight,3713,Hyderabad,Guwahati
JAI,PNQ,0345,0556,Train,1258,Jaipur,Pune
JAI,PNQ,0100,0319,Flight,3322,Jaipur,Pune
BLR,BOM,0245,1232,Bus,353,Bangalore,Mumbai
CCU,IXC,2300,0215,Flight,3839,Kolkata,Chandigarh
HYD,BLR,1730,2048,Bus,1501,Hyderabad,Bangalore
PNQ,BLR,2330,1051,Bus,698,Pune,Bangalore
HYD,AMD,0300,1129,Train,886,Hyderabad,Ahmedabad
CCU,COK,1315,1426,Flight,2702,Kolkata,Kochi
HYD,COK,1315,1747,Train,787,Hyderabad,Kochi
CCU,AMD,1445,0147,Bus,956,Kolkata,Ahmedabad
GAU,BLR,2145,0324,Bus,1543,Guwahati,Bangalore
DEL,JAI,2245,0327,Bus,544,Delhi,Jaipur
PNQ,IXC,2130,2259,Flight,3754,Pune,Chandigarh
HYD,COK,1530,0217,Bus,1673,Hyderabad,Kochi
GAU,MAA,2045,2159,Flight,4622,Guwahati,Chennai
PNQ,HYD,0600,1604,Bus,1275,Pune,Hyderabad
JAI,CCU,1500,2155,Train,598,Jaipur,Kolkata
JAI,CCU,1315,2126,Train,564,Jaipur,Kolkata
BLR,GAU,1000,1856,Bus,575,Bangalore,Guwahati
COK,MAA,1645,0441,Bus,318,Kochi,Chennai
BLR,MAA,1245,2310,Bus,1992,Bangalore,Chennai
COK,BLR,1000,1308,Flight,3813,Kochi,Bangalore
JAI,BOM,0115,0510,Flight,4872,Jaipur,Mumbai
BLR,CCU,0000,0725,Train,845,Bangalore,Kolkata
BOM,CCU,0845,1059,Flight,3804,Mumbai,Kolkata
DEL,MAA,1415,1851,Train,944,Delhi,Chennai
PNQ,JAI,1645,2204,Bus,672,Pune,Jaipur
GAU,JAI,0800,1102,Flight,4432,Guwahati,Jaipur
AMD,GAU,1015,1859,Train,1318,Ahmedabad,Guwahati
MAA,HYD,1630,0156,Bus,1582,Chennai,Hyderabad
AMD,DEL,1630,0140,Bus,512,Ahmedabad,Delhi
BLR,CCU,0145,0503,Flight,3049,Bangalore,Kolkata
BLR,DEL,0530,0844,Flight,3369,Bangalore,Delhi
BLR,DEL,1745,1943,Flight,3147,Bangalore,Delhi
PNQ,BOM,2145,0403,Bus,216,Pune,Mumbai
CCU,GAU,0445,1443,Bus,1278,Kolkata,Guwahati
BLR,CCU,1800,2144,Bus,384,Bangalore,Kolkata
IXC,DEL,1245,1740,Bus,855,Chandigarh,Delhi
AMD,COK,0730,0956,Flight,3143,Ahmedabad,Kochi
HYD,DEL,0400,0650,Flight,2031,Hyderabad,Delhi
HYD,CCU,0915,1727,Train,724,Hyderabad,Kolkata
BLR,DEL,2245,0232,Bus,701,Bangalore,Delhi
AMD,GAU,0115,0426,Flight,4339,Ahmedabad,Guwahati
MAA,BLR,2015,2215,Flight,2187,Chennai,Bangalore
CCU,COK,0815,1150,Train,1233,Kolkata,Kochi
PNQ,DEL,1015,2015,Bus,1924,Pune,Delhi
BOM,IXC,1745,2045,Train,617,Mumbai,Chandigarh
DEL,BOM,2345,0217,Flight,4053,Delhi,Mumbai
BLR,JAI,1300,2042,Bus,428,Bangalore,Jaipur
MAA,GAU,0400,1516,Bus,1333,Chennai,Guwahati
HYD,IXC,1600,2013,Bus,1506,Hyderabad,Chandigarh
GAU,CCU,1100,1425,Bus,1006,Guwahati,Kolkata
PNQ,AMD,0445,1115,Train,1058,Pune,Ahmedabad
BLR,COK,1745,0336,Train,1217,Bangalore,Kochi
DEL,BOM,2330,0228,Train,1035,Delhi,Mumbai
PNQ,DEL,0445,1118,Bus,853,Pune,Delhi
AMD,HYD,0445,1146,Train,1087,Ahmedabad,Hyderabad
MAA,PNQ,1330,2156,Bus,359,Chennai,Pune
COK,MAA,1730,1915,Flight,3913,Kochi,Chennai
COK,CCU,0945,1418,Bus,865,Kochi,Kolkata
HYD,MAA,1915,2217,Flight,2372,Hyderabad,Chennai
BOM,JAI,1700,2152,Train,1042,Mumbai,Jaipur
BLR,GAU,1230,1552,Bus,374,Bangalore,Guwahati
IXC,JAI,1330,1644,Bus,1163,Chandigarh,Jaipur
DEL,JAI,1300,1602,Bus,1283,Delhi,Jaipur
BLR,DEL,1330,2218,Bus,1555,Bangalore,Delhi
AMD,JAI,2000,0101,Bus,1357,Ahmedabad,Jaipur
HYD,PNQ,2145,0853,Bus,706,Hyderabad,Pune
CCU,MAA,1615,1929,Bus,594,Kolkata,Chennai
HYD,COK,2345,0106,Flight,3726,Hyderabad,Kochi
AMD,HYD,1945,2225,Flight,4631,Ahmedabad,Hyderabad
BOM,DEL,1545,1923,Flight,2486,Mumbai,Delhi
COK,PNQ,0115,0309,Flight,2565,Kochi,Pune
MAA,JAI,0545,0806,Flight,4617,Chennai,Jaipur
AMD,GAU,1430,2253,Bus,1030,Ahmedabad,Guwahati
COK,PNQ,1800,0548,Bus,1233,Kochi,Pune
AMD,HYD,0130,0432,Flight,4991,Ahmedabad,Hyderabad
BOM,AMD,0200,0715,Bus,701,Mumbai,Ahmedabad
BOM,AMD,1000,2023,Bus,1920,Mumbai,Ahmedabad
BLR,HYD,2115,0250,Train,978,Bangalore,Hyderabad
JAI,COK,1400,1654,Train,836,Jaipur,Kochi
HYD,MAA,0930,1546,Train,1166,Hyderabad,Chennai
GAU,BLR,0600,1435,Train,1046,Guwahati,Bangalore
HYD,COK,0245,1213,Train,534,Hyderabad,Kochi
JAI,AMD,1115,2048,Bus,671,Jaipur,Ahmedabad
COK,PNQ,0930,1727,Train,1457,Kochi,Pune
JAI,MAA,1400,1650,Flight,3398,Jaipur,Chennai
COK,CCU,0215,0949,Train,1350,Kochi,Kolkata
COK,GAU,1800,2141,Flight,2147,Kochi,Guwahati
HYD,IXC,1100,1611,Bus,1267,Hyderabad,Chandigarh
HYD,CCU,0445,0645,Flight,2869,Hyderabad,Kolkata
COK,BLR,1445,2152,Bus,1326,Kochi,Bangalore
CCU,DEL,0315,0729,Bus,408,Kolkata,Delhi
HYD,BLR,2245,0827,Train,1037,Hyderabad,Bangalore
IXC,BOM,1600,2004,Train,1075,Chandigarh,Mumbai
CCU,HYD,1300,1900,Train,1407,Kolkata,Hyderabad
CCU,BOM,0215,0327,Flight,2692,Kolkata,Mumbai
MAA,PNQ,0000,0626,Train,1407,Chennai,Pune
AMD,IXC,1345,1739,Bus,1537,Ahmedabad,Chandigarh
JAI,CCU,0100,0459,Train,810,Jaipur,Kolkata
JAI,DEL,2200,2359,Flight,3784,Jaipur,Delhi
BOM,MAA,1230,2257,Bus,1692,Mumbai,Chennai
COK,PNQ,0030,0912,Bus,1231,Kochi,Pune
PNQ,DEL,1545,0024,Bus,234,Pune,Delhi
JAI,BOM,1415,2213,Train,678,Jaipur,Mumbai
PNQ,BLR,0415,1032,Bus,1256,Pune,Bangalore
COK,MAA,2115,2340,Flight,3577,Kochi,Chennai
IXC,GAU,0230,0421,Flight,2219,Chandigarh,Guwahati
BOM,JAI,2100,2313,Flight,2314,Mumbai,Jaipur
CCU,HYD,1930,2311,Flight,4201,Kolkata,Hyderabad
MAA,GAU,0615,0943,Bus,915,Chennai,Guwahati
BLR,MAA,2300,0237,Flight,3197,Bangalore,Chennai
BLR,CCU,0045,1219,Bus,561,Bangalore,Kolkata
JAI,BOM,1530,0110,Train,1102,Jaipur,Mumbai
COK,GAU,1945,0135,Bus,1423,Kochi,Guwahati
GAU,DEL,0700,0812,Flight,4460,Guwahati,Delhi
BLR,PNQ,0045,0921,Train,760,Bangalore,Pune
CCU,GAU,1345,1951,Bus,119,Kolkata,Guwahati
DEL,PNQ,1900,2150,Flight,4890,Delhi,Pune
HYD,GAU,1015,2051,Bus,675,Hyderabad,Guwahati
PNQ,GAU,0030,0145,Flight,4971,Pune,Guwahati
PNQ,BOM,1345,1506,Flight,2935,Pune,Mumbai
MAA,HYD,1815,0355,Train,577,Chennai,Hyderabad
MAA,HYD,2030,0431,Bus,1736,Chennai,Hyderabad
BLR,IXC,0015,0333,Flight,3656,Bangalore,Chandigarh
COK,CCU,1545,0220,Bus,1641,Kochi,Kolkata
CCU,GAU,1630,1832,Flight,2604,Kolkata,Guwahati
BLR,BOM,0000,0611,Bus,333,Bangalore,Mumbai
HYD,JAI,2030,2246,Flight,2072,Hyderabad,Jaipur
IXC,COK,1815,0313,Train,1404,Chandigarh,Kochi
JAI,GAU,2015,2127,Flight,4640,Jaipur,Guwahati
BLR,PNQ,2030,0417,Train,1209,Bangalore,Pune
AMD,IXC,1400,2329,Train,1361,Ahmedabad,Chandigarh
HYD,JAI,1000,1155,Flight,4663,Hyderabad,Jaipur
BLR,HYD,1900,0129,Train,649,Bangalore,Hyderabad
AMD,BOM,1845,0629,Bus,570,Ahmedabad,Mumbai
MAA,GAU,2100,0555,Bus,978,Chennai,Guwahati
COK,PNQ,0700,0832,Flight,2646,Kochi,Pune
JAI,MAA,0115,0323,Flight,2144,Jaipur,Chennai
GAU,BLR,0815,1022,Flight,3257,Guwahati,Bangalore
PNQ,CCU,0530,1056,Train,1365,Pune,Kolkata
BLR,AMD,1745,0132,Bus,141,Bangalore,Ahmedabad
DEL,HYD,1800,0403,Bus,1469,Delhi,Hyderabad
BLR,AMD,0015,0124,Flight,2768,Bangalore,Ahmedabad
GAU,COK,0430,0923,Bus,690,Guwahati,Kochi
MAA,IXC,0330,0844,Bus,1338,Chennai,Chandigarh
HYD,GAU,1845,2101,Flight,3083,Hyderabad,Guwahati
IXC,GAU,0600,0724,Flight,3664,Chandigarh,Guwahati
JAI,MAA,0415,1048,Train,1433,Jaipur,Chennai
DEL,MAA,1030,1914,Train,1100,Delhi,Chennai
COK,DEL,1730,0441,Bus,168,Kochi,Delhi
GAU,IXC,1230,2109,Train,641,Guwahati,Chandigarh
JAI,DEL,0645,1556,Train,606,Jaipur,Delhi
BOM,GAU,0815,1039,Train,786,Mumbai,Guwahati
CCU,DEL,1415,1744,Flight,3837,Kolkata,Delhi
AMD,HYD,0215,0526,Flight,3236,Ahmedabad,Hyderabad
BLR,BOM,0615,1247,Train,1159,Bangalore,Mumbai
BOM,DEL,0530,0723,Flight,4452,Mumbai,Delhi
MAA,IXC,0400,1154,Bus,788,Chennai,Chandigarh
BOM,JAI,0345,0743,Flight,4877,Mumbai,Jaipur
MAA,IXC,1630,1907,Flight,2731,Chennai,Chandigarh
IXC,PNQ,1300,1615,Train,1345,Chandigarh,Pune
AMD,GAU,0800,1138,Train,1389,Ahmedabad,Guwahati
BLR,BOM,1100,1349,Flight,2708,Bangalore,Mumbai
IXC,MAA,0800,1134,Flight,2780,Chandigarh,Chennai
DEL,AMD,1415,1907,Train,690,Delhi,Ahmedabad
GAU,BOM,1630,1927,Flight,3806,Guwahati,Mumbai
IXC,CCU,1530,2252,Bus,289,Chandigarh,Kolkata
IXC,CCU,0245,0402,Flight,3653,Chandigarh,Kolkata
MAA,DEL,0730,1252,Train,888,Chennai,Delhi
DEL,BOM,1800,2323,Train,1420,Delhi,Mumbai
MAA,COK,1715,2133,Train,786,Chennai,Kochi
DEL,IXC,1530,1706,Flight,3279,Delhi,Chandigarh
PNQ,DEL,0115,0618,Train,1430,Pune,Delhi
BOM,IXC,0245,1237,Bus,251,Mumbai,Chandigarh
JAI,IXC,2115,0809,Bus,853,Jaipur,Chandigarh
COK,GAU,1630,1814,Flight,3254,Kochi,Guwahati
GAU,COK,1915,2312,Train,1323,Guwahati,Kochi
HYD,BLR,1945,0124,Train,1026,Hyderabad,Bangalore
BLR,DEL,1130,1243,Flight,2452,Bangalore,Delhi
PNQ,HYD,0000,0246,Flight,4714,Pune,Hyderabad
GAU,HYD,0845,1131,Flight,4472,Guwahati,Hyderabad
JAI,COK,0945,1102,Flight,4965,Jaipur,Kochi
AMD,BLR,1730,2233,Bus,1443,Ahmedabad,Bangalore
COK,HYD,0915,1224,Bus,861,Kochi,Hyderabad
COK,DEL,1800,2011,Train,745,Kochi,Delhi
IXC,COK,2245,2354,Flight,2125,Chandigarh,Kochi
AMD,CCU,0445,0945,Train,767,Ahmedabad,Kolkata
PNQ,BOM,1845,2311,Train,1034,Pune,Mumbai
HYD,AMD,1715,2114,Flight,3492,Hyderabad,Ahmedabad
COK,BLR,2000,2140,Flight,4904,Kochi,Bangalore
IXC,HYD,2230,0127,Train,679,Chandigarh,Hyderabad
BLR,HYD,2115,0559,Train,1446,Bangalore,Hyderabad
IXC,MAA,1815,2017,Flight,2520,Chandigarh,Chennai
JAI,GAU,1515,1636,Flight,4996,Jaipur,Guwahati
PNQ,COK,1345,2148,Bus,932,Pune,Kochi
BLR,COK,0315,1112,Train,559,Bangalore,Kochi
HYD,BOM,2030,0211,Bus,1158,Hyderabad,Mumbai
AMD,PNQ,0845,1244,Flight,3422,Ahmedabad,Pune
HYD,BOM,1130,1814,Bus,1377,Hyderabad,Mumbai
GAU,AMD,0630,1554,Bus,784,Guwahati,Ahmedabad
GAU,HYD,1115,1741,Train,770,Guwahati,Hyderabad
DEL,COK,0000,0856,Bus,1455,Delhi,Kochi
DEL,PNQ,0100,0227,Flight,3409,Delhi,Pune
GAU,IXC,2300,0236,Bus,814,Guwahati,Chandigarh
DEL,AMD,1115,1436,Train,1408,Delhi,Ahmedabad
CCU,IXC,0830,1017,Flight,4279,Kolkata,Chandigarh
COK,AMD,1445,2006,Bus,1307,Kochi,Ahmedabad
COK,BLR,2145,0632,Bus,866,Kochi,Bangalore
AMD,DEL,2230,0355,Bus,110,Ahmedabad,Delhi
MAA,IXC,1715,0328,Bus,1669,Chennai,Chandigarh
JAI,BOM,0015,0403,Bus,1419,Jaipur,Mumbai
JAI,IXC,0830,1612,Train,1481,Jaipur,Chandigarh
HYD,AMD,0000,0729,Train,1470,Hyderabad,Ahmedabad
IXC,MAA,0015,0324,Train,1109,Chandigarh,Chennai
BLR,DEL,0415,0704,Train,1075,Bangalore,Delhi
BLR,CCU,1845,2240,Flight,2336,Bangalore,Kolkata
BOM,GAU,1545,0334,Bus,941,Mumbai,Guwahati
PNQ,COK,0700,1645,Train,1126,Pune,Kochi
BOM,PNQ,2315,0217,Train,1451,Mumbai,Pune
BLR,JAI,2145,0803,Bus,1605,Bangalore,Jaipur
DEL,BLR,0445,1322,Bus,1994,Delhi,Bangalore
BLR,COK,1515,2106,Train,1092,Bangalore,Kochi
GAU,DEL,1245,1605,Flight,4339,Guwahati,Delhi
BOM,MAA,1245,2321,Bus,1357,Mumbai,Chennai
PNQ,BLR,0815,1945,Bus,558,Pune,Bangalore
BOM,HYD,1515,1621,Flight,2117,Mumbai,Hyderabad
CCU,BLR,1030,1619,Train,1065,Kolkata,Bangalore
MAA,AMD,1700,1930,Flight,4831,Chennai,Ahmedabad
CCU,JAI,1930,0106,Train,823,Kolkata,Jaipur
PNQ,BLR,1415,0137,Bus,1999,Pune,Bangalore
GAU,BOM,0515,1109,Bus,1931,Guwahati,Mumbai
BOM,COK,0945,1425,Bus,1870,Mumbai,Kochi
DEL,BOM,2100,0032,Flight,2458,Delhi,Mumbai
AMD,COK,1245,1823,Train,1124,Ahmedabad,Kochi
BLR,CCU,1430,0109,Bus,1755,Bangalore,Kolkata
CCU,JAI,1015,1411,Flight,3232,Kolkata,Jaipur
HYD,BLR,0930,1210,Train,756,Hyderabad,Bangalore
MAA,JAI,1700,2041,Flight,4208,Chennai,Jaipur
BOM,CCU,2015,0353,Bus,1907,Mumbai,Kolkata
BLR,COK,0515,0620,Flight,3095,Bangalore,Kochi
AMD,COK,2215,0140,Flight,4323,Ahmedabad,Kochi
IXC,COK,0845,1406,Bus,684,Chandigarh,Kochi
AMD,PNQ,2315,1047,Bus,1699,Ahmedabad,Pune
BLR,IXC,1100,1834,Bus,895,Bangalore,Chandigarh
CCU,IXC,1300,2349,Bus,480,Kolkata,Chandigarh
COK,PNQ,1845,1953,Flight,4392,Kochi,Pune
DEL,IXC,1545,1739,Flight,2190,Delhi,Chandigarh
JAI,DEL,0200,1038,Bus,1926,Jaipur,Delhi
COK,MAA,1300,2054,Train,1462,Kochi,Chennai
JAI,BLR,0600,1158,Train,1276,Jaipur,Bangalore
DEL,MAA,2315,0250,Train,983,Delhi,Chennai
GAU,MAA,0045,0341,Train,704,Guwahati,Chennai
JAI,BLR,2115,0106,Flight,3057,Jaipur,Bangalore
MAA,DEL,1215,1352,Flight,4480,Chennai,Delhi
JAI,HYD,0500,0852,Flight,2556,Jaipur,Hyderabad
HYD,GAU,2015,0319,Bus,1616,Hyderabad,Guwahati
IXC,CCU,2145,0645,Train,505,Chandigarh,Kolkata
BLR,HYD,0830,1710,Bus,1202,Bangalore,Hyderabad
COK,CCU,2300,0210,Flight,3057,Kochi,Kolkata
BOM,PNQ,0645,1304,Train,1405,Mumbai,Pune
CCU,IXC,0845,1502,Train,733,Kolkata,Chandigarh
HYD,CCU,2000,0528,Train,815,Hyderabad,Kolkata
MAA,DEL,2130,0011,Train,900,Chennai,Delhi
PNQ,DEL,2100,0046,Flight,2618,Pune,Delhi
IXC,PNQ,1700,0013,Bus,1720,Chandigarh,Pune
PNQ,BOM,0200,1200,Train,1004,Pune,Mumbai
GAU,AMD,0800,1147,Flight,4312,Guwahati,Ahmedabad
AMD,CCU,0815,1004,Flight,4154,Ahmedabad,Kolkata
DEL,GAU,2115,0103,Train,1124,Delhi,Guwahati
IXC,GAU,1100,1442,Flight,2928,Chandigarh,Guwahati
JAI,BOM,0545,1218,Train,863,Jaipur,Mumbai
COK,CCU,0015,0326,Flight,4704,Kochi,Kolkata
PNQ,JAI,1700,2105,Train,1290,Pune,Jaipur
DEL,COK,2145,0452,Bus,779,Delhi,Kochi
HYD,BOM,0930,1435,Bus,1311,Hyderabad,Mumbai
MAA,CCU,1530,1756,Flight,3812,Chennai,Kolkata
COK,JAI,1100,1326,Train,777,Kochi,Jaipur
GAU,BOM,1900,2028,Flight,2909,Guwahati,Mumbai
BLR,COK,0230,1132,Bus,1408,Bangalore,Kochi
PNQ,AMD,1900,0259,Train,661,Pune,Ahmedabad
DEL,COK,0600,1104,Bus,849,Delhi,Kochi
MAA,AMD,0900,1157,Train,691,Chennai,Ahmedabad
COK,BOM,0630,0921,Flight,2129,Kochi,Mumbai
PNQ,JAI,1530,2203,Bus,1015,Pune,Jaipur
DEL,BLR,1800,2117,Bus,1563,Delhi,Bangalore
BOM,HYD,2330,0140,Train,1166,Mumbai,Hyderabad
IXC,BOM,0545,1015,Train,1296,Chandigarh,Mumbai
IXC,BOM,0945,1932,Train,789,Chandigarh,Mumbai
AMD,GAU,0815,1400,Train,1211,Ahmedabad,Guwahati
COK,DEL,1830,2131,Bus,1178,Kochi,Delhi
DEL,BLR,0230,0723,Bus,1360,Delhi,Bangalore
JAI,BOM,0815,0959,Flight,4089,Jaipur,Mumbai
PNQ,COK,0300,0937,Train,1050,Pune,Kochi
PNQ,IXC,1730,2038,Bus,1503,Pune,Chandigarh
IXC,CCU,1645,0132,Train,639,Chandigarh,Kolkata
JAI,BLR,0300,1132,Bus,391,Jaipur,Bangalore
BLR,AMD,0300,1133,Train,931,Bangalore,Ahmedabad
HYD,COK,1145,1303,Flight,2368,Hyderabad,Kochi
JAI,IXC,1115,1408,Flight,2070,Jaipur,Chandigarh
MAA,CCU,1800,2115,Bus,745,Chennai,Kolkata
JAI,BLR,1315,1848,Train,1444,Jaipur,Bangalore
BOM,HYD,0800,1055,Flight,4749,Mumbai,Hyderabad
DEL,BLR,2145,0118,Flight,3354,Delhi,Bangalore
CCU,AMD,0800,1432,Bus,1113,Kolkata,Ahmedabad
HYD,COK,0400,1046,Bus,1464,Hyderabad,Kochi
HYD,COK,1215,1848,Train,898,Hyderabad,Kochi
AMD,DEL,1230,1553,Bus,1834,Ahmedabad,Delhi
HYD,DEL,2045,0224,Train,754,Hyderabad,Delhi
JAI,AMD,2015,2237,Train,1459,Jaipur,Ahmedabad
MAA,PNQ,0000,1136,Bus,500,Chennai,Pune
PNQ,MAA,0230,1300,Bus,833,Pune,Chennai
AMD,GAU,0315,0450,Flight,4737,Ahmedabad,Guwahati
IXC,HYD,1930,0246,Train,1036,Chandigarh,Hyderabad
PNQ,DEL,2115,2236,Flight,4401,Pune,Delhi
GAU,PNQ,0300,0416,Flight,4113,Guwahati,Pune
IXC,CCU,1530,1703,Flight,3772,Chandigarh,Kolkata
BOM,PNQ,1300,1438,Flight,4213,Mumbai,Pune
BOM,CCU,1445,0048,Bus,730,Mumbai,Kolkata
HYD,IXC,0630,1648,Bus,257,Hyderabad,Chandigarh
IXC,BOM,0130,0411,Train,965,Chandigarh,Mumbai
JAI,AMD,1830,2150,Train,1006,Jaipur,Ahmedabad
COK,HYD,1345,2310,Bus,867,Kochi,Hyderabad
JAI,CCU,0830,1646,Train,1214,Jaipur,Kolkata
BLR,MAA,0715,1245,Train,536,Bangalore,Chennai
COK,JAI,2100,0000,Flight,3395,Kochi,Jaipur
CCU,HYD,1945,2205,Train,798,Kolkata,Hyderabad
CCU,MAA,0815,1757,Train,633,Kolkata,Chennai
PNQ,JAI,0915,1700,Train,859,Pune,Jaipur
HYD,AMD,1630,1750,Flight,4741,Hyderabad,Ahmedabad
MAA,BOM,1445,1601,Flight,3058,Chennai,Mumbai
AMD,IXC,1500,1910,Bus,925,Ahmedabad,Chandigarh
CCU,COK,1300,1901,Train,1216,Kolkata,Kochi
CCU,MAA,1445,1800,Bus,843,Kolkata,Chennai
CCU,MAA,1500,1940,Train,1393,Kolkata,Chennai
JAI,BOM,1915,0056,Bus,572,Jaipur,Mumbai
HYD,JAI,1900,2308,Train,1182,Hyderabad,Jaipur
AMD,DEL,1145,1317,Flight,2054,Ahmedabad,Delhi
GAU,JAI,1330,2202,Bus,1116,Guwahati,Jaipur
DEL,BLR,1400,2355,Train,999,Delhi,Bangalore
GAU,COK,0415,0902,Bus,1606,Guwahati,Kochi
HYD,BOM,0100,0238,Flight,4928,Hyderabad,Mumbai
COK,GAU,1700,1935,Flight,2594,Kochi,Guwahati
JAI,DEL,0145,0858,Train,781,Jaipur,Delhi
JAI,BOM,0300,1150,Train,572,Jaipur,Mumbai
HYD,PNQ,0845,1542,Train,790,Hyderabad,Pune
GAU,BLR,0345,1324,Bus,1152,Guwahati,Bangalore
HYD,PNQ,0045,0325,Train,517,Hyderabad,Pune
GAU,HYD,2000,2116,Flight,2245,Guwahati,Hyderabad
JAI,IXC,2045,0410,Bus,1225,Jaipur,Chandigarh
AMD,MAA,2300,0049,Flight,2672,Ahmedabad,Chennai
AMD,PNQ,1230,2034,Train,1341,Ahmedabad,Pune
PNQ,GAU,0715,1030,Flight,2676,Pune,Guwahati
IXC,COK,0245,1208,Train,863,Chandigarh,Kochi
BOM,GAU,0245,0419,Flight,3874,Mumbai,Guwahati
DEL,MAA,1715,2003,Flight,4042,Delhi,Chennai
JAI,GAU,0100,0444,Train,918,Jaipur,Guwahati
HYD,IXC,1615,0024,Bus,1698,Hyderabad,Chandigarh
BLR,GAU,2200,0008,Train,1408,Bangalore,Guwahati
GAU,DEL,2130,2250,Flight,2059,Guwahati,Delhi
COK,GAU,1115,1520,Train,1489,Kochi,Guwahati
GAU,AMD,1815,0233,Train,688,Guwahati,Ahmedabad
CCU,JAI,2200,0102,Flight,2246,Kolkata,Jaipur
CCU,PNQ,0600,0816,Flight,3537,Kolkata,Pune
IXC,CCU,2000,2256,Flight,3086,Chandigarh,Kolkata
GAU,COK,0645,1056,Bus,965,Guwahati,Kochi
IXC,GAU,1445,0212,Bus,558,Chandigarh,Guwahati
PNQ,DEL,0530,1331,Train,1386,Pune,Delhi
IXC,DEL,0300,0632,Bus,659,Chandigarh,Delhi
COK,JAI,0830,1439,Bus,1826,Kochi,Jaipur
HYD,BOM,0330,0435,Flight,4858,Hyderabad,Mumbai
CCU,BOM,0600,1127,Train,1356,Kolkata,Mumbai
HYD,AMD,2200,0604,Bus,1907,Hyderabad,Ahmedabad
AMD,DEL,1100,1450,Flight,2416,Ahmedabad,Delhi
JAI,BLR,2000,0459,Train,524,Jaipur,Bangalore
DEL,GAU,0230,0731,Bus,1118,Delhi,Guwahati
AMD,MAA,2045,2244,Flight,2184,Ahmedabad,Chennai
HYD,DEL,1645,2245,Train,758,Hyderabad,Delhi
GAU,HYD,0830,1627,Bus,1214,Guwahati,Hyderabad
IXC,GAU,1400,2218,Train,1048,Chandigarh,Guwahati
JAI,CCU,0245,0425,Flight,4448,Jaipur,Kolkata
HYD,BLR,1715,2352,Bus,670,Hyderabad,Bangalore
HYD,MAA,2145,0328,Bus,830,Hyderabad,Chennai
BOM,COK,0045,0924,Train,698,Mumbai,Kochi
DEL,PNQ,1930,0359,Bus,702,Delhi,Pune
